Economy,Economy Code,ISO Code,Region,Income Group,Report Year,Does the law prohibit discrimination in employment based on gender?,Score,Legal Basis,Length of paid maternity leave,Length of paid paternity leave,Shared days
Kuwait,KWT,KWT,Middle East & North Africa,High income,2022,Yes,1,"Ministerial Decree No. 177 of 2021 on Prohibiting Discrimination in Employment and Prohibiting Sexual Harassment at Workplaces, Art. 1",70,0,0
Kuwait,KWT,KWT,Middle East & North Africa,High income,2023,Yes,1,"Ministerial Decree No. 177 of 2021 on Prohibiting Discrimination in Employment and Prohibiting Sexual Harassment at Workplaces, Art. 1",70,0,0
Kuwait,KWT,KWT,Middle East & North Africa,High income,2024,Yes,1,"Ministerial Decree No. 177 of 2021, Art. 1",70,0,0
Kyrgyz Republic,KGZ,KGZ,Europe & Central Asia,Lower middle income,2015,Yes,1,"Labor Code 2004, Art. 9",126,0,0
Kyrgyz Republic,KGZ,KGZ,Europe & Central Asia,Lower middle income,2016,Yes,1,"Labor Code 2004, Art. 9",126,0,0
Kyrgyz Republic,KGZ,KGZ,Europe & Central Asia,Lower middle income,2017,Yes,1,"Labor Code 2004, Art. 9",126,0,0
Kyrgyz Republic,KGZ,KGZ,Europe & Central Asia,Lower middle income,2018,Yes,1,"Labor Code 2004, Art. 9",126,0,0
Kyrgyz Republic,KGZ,KGZ,Europe & Central Asia,Lower middle income,2019,Yes,1,"Labor Code 2004, Art. 9",126,0,0
Kyrgyz Republic,KGZ,KGZ,Europe & Central Asia,Lower middle income,2020,Yes,1,"Labor Code 2004, Art. 9",126,0,0
Kyrgyz Republic,KGZ,KGZ,Europe & Central Asia,Lower middle income,2021,Yes,1,"Labor Code 2004, Art. 9",126,0,0
Kyrgyz Republic,KGZ,KGZ,Europe & Central Asia,Lower middle income,2022,Yes,1,"Labor Code 2004, Art. 9",126,0,0
Kyrgyz Republic,KGZ,KGZ,Europe & Central Asia,Lower middle income,2023,Yes,1,"Labor Code 2004, Art. 9",126,0,0
Kyrgyz Republic,KGZ,KGZ,Europe & Central Asia,Lower middle income,2024,Yes,1,"Labor Code 2004, Art. 9",126,0,0
Lao PDR,LAO,LAO,East Asia & Pacific,Lower middle income,2015,Yes,1,"Labor Law 2013, Arts. 3 and 141",105,3,0
Lao PDR,LAO,LAO,East Asia & Pacific,Lower middle income,2016,Yes,1,"Labor Law 2013, Arts. 3 and 141",105,3,0
Lao PDR,LAO,LAO,East Asia & Pacific,Lower middle income,2017,Yes,1,"Labor Law 2013, Arts. 3 and 141",105,3,0
Lao PDR,LAO,LAO,East Asia & Pacific,Lower middle income,2018,Yes,1,"Labor Law 2013, Arts. 3 and 141",105,3,0
Lao PDR,LAO,LAO,East Asia & Pacific,Lower middle income,2019,Yes,1,"Labor Law 2013, Arts. 3 and 141",105,3,0
Lao PDR,LAO,LAO,East Asia & Pacific,Lower middle income,2020,Yes,1,"Labor Law 2013, Arts. 3 and 141",105,3,0
Lao PDR,LAO,LAO,East Asia & Pacific,Lower middle income,2021,Yes,1,"Labor Law, Arts. 3 and 141; Gender Equality Law, Art. 14",105,3,0
Lao PDR,LAO,LAO,East Asia & Pacific,Lower middle income,2022,Yes,1,"Labor Law, Arts. 3 and 141; Gender Equality Law, Art. 14",105,3,0
Lao PDR,LAO,LAO,East Asia & Pacific,Lower middle income,2023,Yes,1,"Labor Law, Arts. 3 and 141; Gender Equality Law, Art. 14",105,3,0
Lao PDR,LAO,LAO,East Asia & Pacific,Lower middle income,2024,Yes,1,"Labor Law, Arts. 3 and 141; Gender Equality Law, Art. 14",105,3,0
Latvia,LVA,LVA,High income: OECD,High income,2015,Yes,1,"Labor Law, Sec. 7",112,10,309
Latvia,LVA,LVA,High income: OECD,High income,2016,Yes,1,"Labor Law, Sec. 7",112,10,309
Latvia,LVA,LVA,High income: OECD,High income,2017,Yes,1,"Labor Law, Sec. 7",112,10,309
Latvia,LVA,LVA,High income: OECD,High income,2018,Yes,1,"Labor Law, Sec. 7",112,10,309
Latvia,LVA,LVA,High income: OECD,High income,2019,Yes,1,"Labor Law, Sec. 7",112,10,309
Latvia,LVA,LVA,High income: OECD,High income,2020,Yes,1,"Labor Law, Sec. 7",112,10,309
Latvia,LVA,LVA,High income: OECD,High income,2021,Yes,1,"Labor Law, Sec. 7",112,10,309
Latvia,LVA,LVA,High income: OECD,High income,2022,Yes,1,"Labor Law, Sec. 7",112,10,309
Latvia,LVA,LVA,High income: OECD,High income,2023,Yes,1,"Labor Law, Sec. 7",112,10,309
Latvia,LVA,LVA,High income: OECD,High income,2024,Yes,1,"Labor Law, Sec. 7",112,10,309
Lebanon,LBN,LBN,Middle East & North Africa,Lower middle income,2015,Yes,1,"Labor Code, Art. 26",70,0,0
Lebanon,LBN,LBN,Middle East & North Africa,Lower middle income,2016,Yes,1,"Labor Code, Art. 26",70,0,0
Lebanon,LBN,LBN,Middle East & North Africa,Lower middle income,2017,Yes,1,"Labor Code, Art. 26",70,0,0
Lebanon,LBN,LBN,Middle East & North Africa,Lower middle income,2018,Yes,1,"Labor Code, Art. 26",70,0,0
Lebanon,LBN,LBN,Middle East & North Africa,Lower middle income,2019,Yes,1,"Labor Code, Art. 26",70,0,0
Lebanon,LBN,LBN,Middle East & North Africa,Lower middle income,2020,Yes,1,"Labor Code, Art. 26",70,0,0
Lebanon,LBN,LBN,Middle East & North Africa,Lower middle income,2021,Yes,1,"Labor Code, Art. 26",70,0,0
Lebanon,LBN,LBN,Middle East & North Africa,Lower middle income,2022,Yes,1,"Labor Code, Art. 26",70,0,0
Lebanon,LBN,LBN,Middle East & North Africa,Lower middle income,2023,Yes,1,"Labor Code, Art. 26",70,0,0
Lebanon,LBN,LBN,Middle East & North Africa,Lower middle income,2024,Yes,1,"Labor Code, Art. 26",70,0,0
Lesotho,LSO,LSO,Sub-Saharan Africa,Lower middle income,2015,Yes,1,"Labour Code, Sec. 5",84,0,0
Lesotho,LSO,LSO,Sub-Saharan Africa,Lower middle income,2016,Yes,1,"Labour Code, Sec. 5",84,0,0
Lesotho,LSO,LSO,Sub-Saharan Africa,Lower middle income,2017,Yes,1,"Labour Code, Sec. 5",84,0,0
Lesotho,LSO,LSO,Sub-Saharan Africa,Lower middle income,2018,Yes,1,"Labour Code, Sec. 5",84,0,0
Lesotho,LSO,LSO,Sub-Saharan Africa,Lower middle income,2019,Yes,1,"Labour Code, Sec. 5",84,0,0
Lesotho,LSO,LSO,Sub-Saharan Africa,Lower middle income,2020,Yes,1,"Labour Code, Sec. 5",84,0,0
Lesotho,LSO,LSO,Sub-Saharan Africa,Lower middle income,2021,Yes,1,"Labour Code, Sec. 5",84,0,0
Lesotho,LSO,LSO,Sub-Saharan Africa,Lower middle income,2022,Yes,1,"Labour Code, Sec. 5",84,0,0
Lesotho,LSO,LSO,Sub-Saharan Africa,Lower middle income,2023,Yes,1,"Labour Code, Sec. 5",84,0,0
Lesotho,LSO,LSO,Sub-Saharan Africa,Lower middle income,2024,Yes,1,"Labour Code, Sec. 5",84,0,0
Liberia,LBR,LBR,Sub-Saharan Africa,Low income,2015,No,0,No applicable provisions could be located,90,0,0
Liberia,LBR,LBR,Sub-Saharan Africa,Low income,2016,No,0,No applicable provisions could be located,90,0,0
Liberia,LBR,LBR,Sub-Saharan Africa,Low income,2017,Yes,1,"Decent Work Act 2015, Secs. 2.4 and 2.7",98,0,0
Liberia,LBR,LBR,Sub-Saharan Africa,Low income,2018,Yes,1,"Decent Work Act 2015, Secs. 2.4 and 2.7",98,0,0
Liberia,LBR,LBR,Sub-Saharan Africa,Low income,2019,Yes,1,"Decent Work Act 2015, Secs. 2.4 and 2.7",98,0,0
Liberia,LBR,LBR,Sub-Saharan Africa,Low income,2020,Yes,1,"Decent Work Act 2015, Secs. 2.4 and 2.7",98,0,0
Liberia,LBR,LBR,Sub-Saharan Africa,Low income,2021,Yes,1,"Decent Work Act 2015, Secs. 2.4 and 2.7",98,0,0
Liberia,LBR,LBR,Sub-Saharan Africa,Low income,2022,Yes,1,"Decent Work Act 2015, Secs. 2.4 and 2.7",98,0,0
Liberia,LBR,LBR,Sub-Saharan Africa,Low income,2023,Yes,1,"Decent Work Act 2015, Secs. 2.4 and 2.7",98,0,0
Liberia,LBR,LBR,Sub-Saharan Africa,Low income,2024,Yes,1,"Decent Work Act 2015, Secs. 2.4 and 2.7",98,0,0
Libya,LBY,LBY,Middle East & North Africa,Upper middle income,2015,Yes,1,"Law on Labor Relations, Art. 24",98,0,0
Libya,LBY,LBY,Middle East & North Africa,Upper middle income,2016,Yes,1,"Law on Labor Relations, Art. 24",98,0,0
Libya,LBY,LBY,Middle East & North Africa,Upper middle income,2017,Yes,1,"Law on Labor Relations, Art. 24",98,0,0
Libya,LBY,LBY,Middle East & North Africa,Upper middle income,2018,Yes,1,"Law on Labor Relations, Art. 24",98,0,0
Libya,LBY,LBY,Middle East & North Africa,Upper middle income,2019,Yes,1,"Law on Labor Relations, Art. 24",98,0,0
Libya,LBY,LBY,Middle East & North Africa,Upper middle income,2020,Yes,1,"Law on Labor Relations, Art. 24",98,0,0
Libya,LBY,LBY,Middle East & North Africa,Upper middle income,2021,Yes,1,"Law on Labor Relations, Art. 24",98,0,0
Libya,LBY,LBY,Middle East & North Africa,Upper middle income,2022,Yes,1,"Law on Labor Relations, Art. 24",98,0,0
Libya,LBY,LBY,Middle East & North Africa,Upper middle income,2023,Yes,1,"Law on Labor Relations, Art. 24",98,0,0
Libya,LBY,LBY,Middle East & North Africa,Upper middle income,2024,Yes,1,"Law on Labor Relations, Art. 24",98,0,0
Lithuania,LTU,LTU,High income: OECD,High income,2015,Yes,1,"Labor Code of June 4, 2002, Art. 2",126,30,309
Lithuania,LTU,LTU,High income: OECD,High income,2016,Yes,1,"Labor Code of June 4, 2002, Art. 2",126,30,309
Lithuania,LTU,LTU,High income: OECD,High income,2017,Yes,1,"Labor Code of June 4, 2002, Art. 2",126,30,309
Lithuania,LTU,LTU,High income: OECD,High income,2018,Yes,1,"Law on Equal Opportunities for Women and Men, Art. 1",126,30,309
Lithuania,LTU,LTU,High income: OECD,High income,2019,Yes,1,"Law on Equal Opportunities for Women and Men, Art. 1",126,30,309
Lithuania,LTU,LTU,High income: OECD,High income,2020,Yes,1,"Law on Equal Opportunities for Women and Men, Art. 1",126,30,309
Lithuania,LTU,LTU,High income: OECD,High income,2021,Yes,1,"Law on Equal Opportunities for Women and Men, Art. 1",126,30,309
Lithuania,LTU,LTU,High income: OECD,High income,2022,Yes,1,"Law on Equal Opportunities for Women and Men, Arts. 1, 6 and 11; Labor Code, Art. 26",126,30,309
Lithuania,LTU,LTU,High income: OECD,High income,2023,Yes,1,"Law on Equal Opportunities for Women and Men, Arts. 1, 6 and 11; Labor Code, Art. 26",126,30,309
Lithuania,LTU,LTU,High income: OECD,High income,2024,Yes,1,"Law on Equal Opportunities for Women and Men, Arts. 1, 6 and 11; Labor Code, Art. 26",126,30,309
Luxembourg,LUX,LUX,High income: OECD,High income,2015,Yes,1,"Code du Travail, Arts. L. 241-1 et L. 241-2",112,2,0
Luxembourg,LUX,LUX,High income: OECD,High income,2016,Yes,1,"Code du Travail, Arts. L. 241-1 et L. 241-2",112,2,0
Luxembourg,LUX,LUX,High income: OECD,High income,2017,Yes,1,"Code du Travail, Arts. L. 241-1 et L. 241-2",112,2,0
Luxembourg,LUX,LUX,High income: OECD,High income,2018,Yes,1,"Code du Travail, Arts. L. 241-1 et L. 241-2",112,2,0
Luxembourg,LUX,LUX,High income: OECD,High income,2019,Yes,1,"Code du Travail, Arts. L. 241-1 et L. 241-2",140,14,0
Luxembourg,LUX,LUX,High income: OECD,High income,2020,Yes,1,"Code du Travail, Arts. L. 241-1 et L. 241-2",140,14,0
Luxembourg,LUX,LUX,High income: OECD,High income,2021,Yes,1,"Code du Travail, Arts. L. 241-1 et L. 241-2",140,14,0
Luxembourg,LUX,LUX,High income: OECD,High income,2022,Yes,1,"Code du Travail, Arts. L. 241-1 et L. 241-2",140,14,0
Luxembourg,LUX,LUX,High income: OECD,High income,2023,Yes,1,"Code du Travail, Arts. L. 241-1 et L. 241-2",140,14,0
Luxembourg,LUX,LUX,High income: OECD,High income,2024,Yes,1,"Code du Travail, Arts. L. 241-1 et L. 241-2",140,14,0
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2015,Yes,1,"Code du Travail, Art. 261",98,0,0
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2016,Yes,1,"Code du Travail, Art. 261",98,0,0
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2017,Yes,1,"Code du Travail, Art. 261",98,0,0
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2018,Yes,1,"Code du Travail, Art. 261",98,0,0
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2019,Yes,1,"Code du Travail, Art. 261",98,0,0
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2020,Yes,1,"Code du Travail, Art. 261",98,0,0
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2021,Yes,1,"Code du Travail, Art. 261",98,0,0
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2022,Yes,1,"Code du Travail, Art. 261",98,0,0
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2023,Yes,1,"Code du Travail, Art. 261",98,0,0
Madagascar,MDG,MDG,Sub-Saharan Africa,Low income,2024,Yes,1,"Code du Travail, Art. 261",98,0,0
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2015,Yes,1,"Employment Act, Sec. 5",56,0,0
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2016,Yes,1,"Employment Act, Sec. 5",56,0,0
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2017,Yes,1,"Employment Act, Sec. 5",56,0,0
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2018,Yes,1,"Employment Act, Sec. 5",56,0,0
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2019,Yes,1,"Employment Act, Sec. 5",56,0,0
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2020,Yes,1,"Employment Act, Sec. 5",56,0,0
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2021,Yes,1,"Employment Act, Sec. 5",56,0,0
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2022,Yes,1,"Employment Act, Sec. 5",56,0,0
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2023,Yes,1,"Employment Act, Sec. 5",56,14,0
Malawi,MWI,MWI,Sub-Saharan Africa,Low income,2024,Yes,1,"Employment Act, Sec. 5; Employment (Amendment) Act 2021, Sec. 4",56,14,0
Malaysia,MYS,MYS,East Asia & Pacific,Upper middle income,2015,No,0,No applicable provisions could be located,60,0,0
Malaysia,MYS,MYS,East Asia & Pacific,Upper middle income,2016,No,0,No applicable provisions could be located,60,0,0
Malaysia,MYS,MYS,East Asia & Pacific,Upper middle income,2017,No,0,No applicable provisions could be located,60,0,0
Malaysia,MYS,MYS,East Asia & Pacific,Upper middle income,2018,No,0,No applicable provisions could be located,60,0,0
Malaysia,MYS,MYS,East Asia & Pacific,Upper middle income,2019,No,0,No applicable provisions could be located,60,0,0
Malaysia,MYS,MYS,East Asia & Pacific,Upper middle income,2020,No,0,No applicable provisions could be located,60,0,0
Malaysia,MYS,MYS,East Asia & Pacific,Upper middle income,2021,No,0,No applicable provisions could be located,60,0,0
Malaysia,MYS,MYS,East Asia & Pacific,Upper middle income,2022,No,0,No applicable provisions could be located,60,0,0
Malaysia,MYS,MYS,East Asia & Pacific,Upper middle income,2023,No,0,No applicable provisions could be located,60,0,0
Malaysia,MYS,MYS,East Asia & Pacific,Upper middle income,2024,No,0,No applicable provisions could be located,98,7,0
Maldives,MDV,MDV,South Asia,Upper middle income,2015,Yes,1,"Employment Act, Sec. 4",60,3,0
Maldives,MDV,MDV,South Asia,Upper middle income,2016,Yes,1,"Employment Act, Sec. 4",60,3,0
Maldives,MDV,MDV,South Asia,Upper middle income,2017,Yes,1,"Employment Act, Sec. 4",60,3,0
Maldives,MDV,MDV,South Asia,Upper middle income,2018,Yes,1,"Employment Act, Sec. 4",60,3,0
Maldives,MDV,MDV,South Asia,Upper middle income,2019,Yes,1,"Employment Act, Sec. 4",60,3,0
Maldives,MDV,MDV,South Asia,Upper middle income,2020,Yes,1,"Employment Act, Sec. 4",60,3,0
Maldives,MDV,MDV,South Asia,Upper middle income,2021,Yes,1,"Employment Act, Sec. 4",60,3,0
Maldives,MDV,MDV,South Asia,Upper middle income,2022,Yes,1,"Employment Act, Sec. 4",60,3,0
Maldives,MDV,MDV,South Asia,Upper middle income,2023,Yes,1,"Employment Act, Sec. 4",60,3,0
Maldives,MDV,MDV,South Asia,Upper middle income,2024,Yes,1,"Employment Act, Sec. 4",60,3,0
Mali,MLI,MLI,Sub-Saharan Africa,Low income,2015,No,0,No applicable provisions could be located,98,3,0
Mali,MLI,MLI,Sub-Saharan Africa,Low income,2016,No,0,No applicable provisions could be located,98,3,0
Mali,MLI,MLI,Sub-Saharan Africa,Low income,2017,No,0,No applicable provisions could be located,98,3,0
Mali,MLI,MLI,Sub-Saharan Africa,Low income,2018,No,0,No applicable provisions could be located,98,3,0
Mali,MLI,MLI,Sub-Saharan Africa,Low income,2019,Yes,1,"Loi No. 2017-021/ du 12 juin 2017 Portant Modification de la Loi No. 92-020 du 23 Septembre 1992 Portant Code du Travail en République du Mali, Art. L.4 nouveau",98,3,0
Mali,MLI,MLI,Sub-Saharan Africa,Low income,2020,Yes,1,"Loi No. 2017-021/ du 12 juin 2017 Portant Modification de la Loi No. 92-020 du 23 Septembre 1992 Portant Code du Travail en République du Mali, Art. L.4 nouveau",98,3,0
Mali,MLI,MLI,Sub-Saharan Africa,Low income,2021,Yes,1,"Loi No. 2017-021/ du 12 juin 2017 Portant Modification de la Loi No. 92-020 du 23 Septembre 1992 Portant Code du Travail en République du Mali, Art. L.4 nouveau",98,3,0
Mali,MLI,MLI,Sub-Saharan Africa,Low income,2022,Yes,1,"Loi No. 2017-021/ du 12 juin 2017 Portant Modification de la Loi No. 92-020 du 23 Septembre 1992 Portant Code du Travail en République du Mali, Art. L.4 nouveau",98,3,0
Mali,MLI,MLI,Sub-Saharan Africa,Low income,2023,Yes,1,"Loi No. 2017-021/ du 12 juin 2017 Portant Modification de la Loi No. 92-020 du 23 Septembre 1992 Portant Code du Travail en République du Mali, Art. L.4 nouveau",98,3,0
Mali,MLI,MLI,Sub-Saharan Africa,Low income,2024,Yes,1,"Code du Travail en République du Mali, Art. L.4 nouveau",98,3,0
Malta,MLT,MLT,Middle East & North Africa,High income,2015,Yes,1,"Employment and Industrial Relations Act, Sec. 26; Equal Treatment in Employment Regulations, Sec. 3",126,1,0
Malta,MLT,MLT,Middle East & North Africa,High income,2016,Yes,1,"Employment and Industrial Relations Act, Sec. 26; Equal Treatment in Employment Regulations, Sec. 3",126,1,0
Malta,MLT,MLT,Middle East & North Africa,High income,2017,Yes,1,"Employment and Industrial Relations Act, Sec. 26; Equal Treatment in Employment Regulations, Sec. 3",126,1,0
Malta,MLT,MLT,Middle East & North Africa,High income,2018,Yes,1,"Employment and Industrial Relations Act, Sec. 26; Equal Treatment in Employment Regulations, Sec. 3",126,1,0
Malta,MLT,MLT,Middle East & North Africa,High income,2019,Yes,1,"Employment and Industrial Relations Act, Sec. 26; Equal Treatment in Employment Regulations, Sec. 3",126,1,0
Malta,MLT,MLT,Middle East & North Africa,High income,2020,Yes,1,"Employment and Industrial Relations Act, Sec. 26; Equal Treatment in Employment Regulations, Sec. 3",126,1,0
Malta,MLT,MLT,Middle East & North Africa,High income,2021,Yes,1,"Employment and Industrial Relations Act, Sec. 26; Equal Treatment in Employment Regulations, Sec. 3",126,1,0
Malta,MLT,MLT,Middle East & North Africa,High income,2022,Yes,1,"Employment and Industrial Relations Act, Sec. 26; Equal Treatment in Employment Regulations, Sec. 3",126,1,0
Malta,MLT,MLT,Middle East & North Africa,High income,2023,Yes,1,"Employment and Industrial Relations Act, Sec. 26; Equal Treatment in Employment Regulations, Sec. 3",126,14,0
Malta,MLT,MLT,Middle East & North Africa,High income,2024,Yes,1,"Employment and Industrial Relations Act, Sec. 26; Equal Treatment in Employment Regulations, Sec. 3",126,14,0
Marshall Islands,MHL,MHL,East Asia & Pacific,Upper middle income,2015,No,0,No applicable provisions could be located,0,0,0
Marshall Islands,MHL,MHL,East Asia & Pacific,Upper middle income,2016,No,0,No applicable provisions could be located,0,0,0
Marshall Islands,MHL,MHL,East Asia & Pacific,Upper middle income,2017,No,0,No applicable provisions could be located,0,0,0
Marshall Islands,MHL,MHL,East Asia & Pacific,Upper middle income,2018,No,0,No applicable provisions could be located,0,0,0
Marshall Islands,MHL,MHL,East Asia & Pacific,Upper middle income,2019,No,0,No applicable provisions could be located,0,0,0
Marshall Islands,MHL,MHL,East Asia & Pacific,Upper middle income,2020,No,0,No applicable provisions could be located,0,0,0
Marshall Islands,MHL,MHL,East Asia & Pacific,Upper middle income,2021,Yes,1,"Gender Equality Act 2019, Art. 714(1)",0,0,0
Marshall Islands,MHL,MHL,East Asia & Pacific,Upper middle income,2022,Yes,1,"Gender Equality Act 2019, Art. 714(1)",0,0,0
Marshall Islands,MHL,MHL,East Asia & Pacific,Upper middle income,2023,Yes,1,"Gender Equality Act 2019, Art. 714(1)",0,0,0
Marshall Islands,MHL,MHL,East Asia & Pacific,Upper middle income,2024,Yes,1,"Gender Equality Act 2019, Art. 714(1)",0,0,0
Mauritania,MRT,MRT,Sub-Saharan Africa,Lower middle income,2015,Yes,1,"Code du Travail, Art. 395",98,1,0
Mauritania,MRT,MRT,Sub-Saharan Africa,Lower middle income,2016,Yes,1,"Code du Travail, Art. 395",98,1,0
Mauritania,MRT,MRT,Sub-Saharan Africa,Lower middle income,2017,Yes,1,"Code du Travail, Art. 395",98,1,0
Mauritania,MRT,MRT,Sub-Saharan Africa,Lower middle income,2018,Yes,1,"Code du Travail, Art. 395",98,1,0
Mauritania,MRT,MRT,Sub-Saharan Africa,Lower middle income,2019,Yes,1,"Code du Travail, Art. 395",98,1,0
Mauritania,MRT,MRT,Sub-Saharan Africa,Lower middle income,2020,Yes,1,"Code du Travail, Art. 395",98,1,0
Mauritania,MRT,MRT,Sub-Saharan Africa,Lower middle income,2021,Yes,1,"Code du Travail, Art. 395",98,1,0
Mauritania,MRT,MRT,Sub-Saharan Africa,Lower middle income,2022,Yes,1,"Code du Travail, Art. 395",98,1,0
Mauritania,MRT,MRT,Sub-Saharan Africa,Lower middle income,2023,Yes,1,"Code du Travail, Art. 395",98,1,0
Mauritania,MRT,MRT,Sub-Saharan Africa,Lower middle income,2024,Yes,1,"Code du Travail, Art. 395",98,1,0
Mauritius,MUS,MUS,Sub-Saharan Africa,Upper middle income,2015,Yes,1,"Employment Rights Act, Sec. 4",84,7,0
Mauritius,MUS,MUS,Sub-Saharan Africa,Upper middle income,2016,Yes,1,"Employment Rights Act, Sec. 4",84,7,0
Mauritius,MUS,MUS,Sub-Saharan Africa,Upper middle income,2017,Yes,1,"Employment Rights Act, Sec. 4",98,7,0
Mauritius,MUS,MUS,Sub-Saharan Africa,Upper middle income,2018,Yes,1,"Employment Rights Act, Sec. 4",98,7,0
Mauritius,MUS,MUS,Sub-Saharan Africa,Upper middle income,2019,Yes,1,"Employment Rights Act, Sec. 4",98,7,0
Mauritius,MUS,MUS,Sub-Saharan Africa,Upper middle income,2020,Yes,1,"Employment Rights Act, Sec. 4",98,7,0
Mauritius,MUS,MUS,Sub-Saharan Africa,Upper middle income,2021,Yes,1,"Workers’ Rights Act 2019, Art. 5",98,7,0
Mauritius,MUS,MUS,Sub-Saharan Africa,Upper middle income,2022,Yes,1,"Workers’ Rights Act 2019, Art. 5",98,7,0
Mauritius,MUS,MUS,Sub-Saharan Africa,Upper middle income,2023,Yes,1,"Workers’ Rights Act 2019, Art. 5",98,7,0
Mauritius,MUS,MUS,Sub-Saharan Africa,Upper middle income,2024,Yes,1,"Workers Rights Act, Art. 5",98,7,0
Mexico,MEX,MEX,Latin America & Caribbean,Upper middle income,2015,Yes,1,"Ley Federal del Trabajo, Art. 133",84,7,0
Mexico,MEX,MEX,Latin America & Caribbean,Upper middle income,2016,Yes,1,"Ley Federal del Trabajo, Art. 133",84,7,0
Mexico,MEX,MEX,Latin America & Caribbean,Upper middle income,2017,Yes,1,"Ley Federal del Trabajo, Art. 133",84,7,0
Mexico,MEX,MEX,Latin America & Caribbean,Upper middle income,2018,Yes,1,"Ley Federal del Trabajo, Art. 133",84,7,0
Mexico,MEX,MEX,Latin America & Caribbean,Upper middle income,2019,Yes,1,"Ley Federal del Trabajo, Art. 133",84,7,0
Mexico,MEX,MEX,Latin America & Caribbean,Upper middle income,2020,Yes,1,"Ley Federal del Trabajo, Art. 133",84,7,0
Mexico,MEX,MEX,Latin America & Caribbean,Upper middle income,2021,Yes,1,"Ley Federal del Trabajo, Art. 133",84,7,0
Mexico,MEX,MEX,Latin America & Caribbean,Upper middle income,2022,Yes,1,"Ley Federal del Trabajo, Art. 133",84,7,0
Mexico,MEX,MEX,Latin America & Caribbean,Upper middle income,2023,Yes,1,"Ley Federal del Trabajo, Art. 133",84,7,0
Mexico,MEX,MEX,Latin America & Caribbean,Upper middle income,2024,Yes,1,"Ley Federal del Trabajo, Art. 133",84,7,0
"Micronesia, Fed. Sts.",FSM,FSM,East Asia & Pacific,Lower middle income,2015,No,0,No applicable provisions could be located,0,0,0
"Micronesia, Fed. Sts.",FSM,FSM,East Asia & Pacific,Lower middle income,2016,No,0,No applicable provisions could be located,0,0,0
"Micronesia, Fed. Sts.",FSM,FSM,East Asia & Pacific,Lower middle income,2017,No,0,No applicable provisions could be located,0,0,0
"Micronesia, Fed. Sts.",FSM,FSM,East Asia & Pacific,Lower middle income,2018,No,0,No applicable provisions could be located,0,0,0
"Micronesia, Fed. Sts.",FSM,FSM,East Asia & Pacific,Lower middle income,2019,No,0,No applicable provisions could be located,0,0,0
"Micronesia, Fed. Sts.",FSM,FSM,East Asia & Pacific,Lower middle income,2020,No,0,No applicable provisions could be located,0,0,0
"Micronesia, Fed. Sts.",FSM,FSM,East Asia & Pacific,Lower middle income,2021,No,0,No applicable provisions could be located,0,0,0
"Micronesia, Fed. Sts.",FSM,FSM,East Asia & Pacific,Lower middle income,2022,No,0,No applicable provisions could be located,0,0,0
"Micronesia, Fed. Sts.",FSM,FSM,East Asia & Pacific,Lower middle income,2023,No,0,No applicable provisions could be located,0,0,0
"Micronesia, Fed. Sts.",FSM,FSM,East Asia & Pacific,Lower middle income,2024,No,0,No applicable provisions could be located,0,0,0
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2015,Yes,1,"Labor Code 2003, Art. 8",126,0,1039
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2016,Yes,1,"Labor Code 2003, Art. 8",126,0,1039
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2017,Yes,1,"Labor Code 2003, Art. 8",126,0,1039
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2018,Yes,1,"Law on Equal Opportunities for Men and Women, Art. 9",126,14,1039
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2019,Yes,1,"Law on Equal Opportunities for Men and Women, Art. 9",126,14,1039
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2020,Yes,1,"Law on Equal Opportunities for Men and Women, Art. 9",126,14,1039
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2021,Yes,1,"Law on Equal Opportunities for Men and Women, Art. 9",126,14,1039
Moldova,MDA,MDA,Europe & Central Asia,Upper middle income,2022,Yes,1,"Law on Equal Opportunities for Men and Women, Art. 9; Law on Ensuring Equality, Art. 7",126,14,1039
